Number of shared subject-object,3362
SameAs Links,0
Number of predicates,53
Undeclared Properties,55
Property Link Count,0
Unique Individuals,4724
DifferentFrom Links,0
Class Link Count,25
Number of objects,9186
Declared Classes,4
Number of subjects,4724
Declared Properties,0
Undeclared Classes,14
AllDifferent Links,0
SeeAlso Links,473
Linked Individuals,21
Number of triples,39295
Instance Typing Link Count,2674
Reused Individuals,0
