Number of shared subject-object,18
SameAs Links,0
Number of predicates,36
Undeclared Properties,40
Property Link Count,8
Unique Individuals,24
DifferentFrom Links,0
Class Link Count,14
Number of objects,116
Declared Classes,2
Number of subjects,24
Declared Properties,0
Undeclared Classes,11
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,20
Number of triples,157
Instance Typing Link Count,26
Reused Individuals,0
