Number of shared subject-object,407
SameAs Links,0
Number of predicates,50
Undeclared Properties,50
Property Link Count,0
Unique Individuals,321
DifferentFrom Links,0
Class Link Count,93
Number of objects,2512
Declared Classes,0
Number of subjects,608
Declared Properties,0
Undeclared Classes,120
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,238
Number of triples,4792
Instance Typing Link Count,321
Reused Individuals,167
