Number of shared subject-object,217
SameAs Links,0
Number of predicates,19
Undeclared Properties,19
Property Link Count,0
Unique Individuals,1625
DifferentFrom Links,0
Class Link Count,9
Number of objects,2375
Declared Classes,7
Number of subjects,1634
Declared Properties,0
Undeclared Classes,5
AllDifferent Links,0
SeeAlso Links,3
Linked Individuals,0
Number of triples,13266
Instance Typing Link Count,1625
Reused Individuals,36
