Number of shared subject-object,26607
SameAs Links,0
Number of predicates,221
Undeclared Properties,10275
Property Link Count,150
Unique Individuals,46181
DifferentFrom Links,0
Class Link Count,196673
Number of objects,136880
Declared Classes,19406
Number of subjects,46371
Declared Properties,40
Undeclared Classes,14
AllDifferent Links,0
SeeAlso Links,27
Linked Individuals,148588
Number of triples,288408
Instance Typing Link Count,46199
Reused Individuals,761
