Number of shared subject-object,17
SameAs Links,0
Number of predicates,24
Undeclared Properties,24
Property Link Count,0
Unique Individuals,8
DifferentFrom Links,0
Class Link Count,0
Number of objects,66
Declared Classes,0
Number of subjects,18
Declared Properties,0
Undeclared Classes,2
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,23
Number of triples,99
Instance Typing Link Count,8
Reused Individuals,30
