Number of shared subject-object,660679
SameAs Links,540298
Number of predicates,64
Undeclared Properties,62
Property Link Count,0
Unique Individuals,661489
DifferentFrom Links,0
Class Link Count,0
Number of objects,1606287
Declared Classes,1817
Number of subjects,661510
Declared Properties,6
Undeclared Classes,13
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,1
Number of triples,8698770
Instance Typing Link Count,246693
Reused Individuals,47
