Number of shared subject-object,803833
SameAs Links,447
Number of predicates,198
Undeclared Properties,199
Property Link Count,3
Unique Individuals,799562
DifferentFrom Links,0
Class Link Count,8900
Number of objects,1102579
Declared Classes,3
Number of subjects,804611
Declared Properties,0
Undeclared Classes,93
AllDifferent Links,0
SeeAlso Links,280
Linked Individuals,1927886
Number of triples,5650702
Instance Typing Link Count,745426
Reused Individuals,28043
