Number of shared subject-object,16121
SameAs Links,224
Number of predicates,296
Undeclared Properties,578
Property Link Count,187
Unique Individuals,25032
DifferentFrom Links,0
Class Link Count,63128
Number of objects,81708
Declared Classes,101
Number of subjects,25518
Declared Properties,13
Undeclared Classes,110
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,13375
Number of triples,405993
Instance Typing Link Count,128446
Reused Individuals,1257
