Number of shared subject-object,44
SameAs Links,0
Number of predicates,24
Undeclared Properties,24
Property Link Count,0
Unique Individuals,22
DifferentFrom Links,0
Class Link Count,0
Number of objects,137
Declared Classes,0
Number of subjects,45
Declared Properties,0
Undeclared Classes,2
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,29
Number of triples,235
Instance Typing Link Count,22
Reused Individuals,69
