exif:Canon/ColorTempAsShot
https://w3id.org/lio/v1#areIn
http://ns.adobe.com/xap/1.0/CreateDate
https://w3id.org/lio/v1#AreOn
exif:Canon/AFImageWidth
http://ns.adobe.com/exif/1.0/ModifyDate
https://w3id.org/lio/v1#areHolding
exif:Canon/WhiteBalanceRed
exif:Canon/WBShiftAB
http://purl.org/net/lio#hasSetting
http://purl.org/dc/elements/1.1/title
https://w3id.org/lio/v1#hasColor
https://w3id.org/lio/v1#hasText
https://w3id.org/lio/v1#SleepingOn
https://w3id.org/lio/v1#materials
exif:JFIF/ResolutionUnit
https://w3id.org/lio/v1#isSponsoredBy
http://ns.adobe.com/exif/1.0/DisplayedUnitsX
http://xmlns.com/foaf/0.1/depicts
https://w3id.org/lio/v1#isLayingOn
https://w3id.org/lio/v1#wasLivedInBy
https://w3id.org/lio/v1#IsMadeOf
https://w3id.org/lio/v1#belongsTo
http://schema.org/mentions
https://w3id.org/lio/v1#isEating
https://w3id.org/lio/v1#areWatching
exif:Canon/MeteringMode
http://schema.org/about
https://w3id.org/lio/v1#IsTalkingOn
exif:Canon/CanonFlashMode
http://ns.adobe.com/exif/1.0/GlobalAngle
https://w3id.org/lio/v1#leadsTo
exif:Canon/FilterEffect
exif:Make
exif:JFIF/XResolution
https://w3id.org/lio/v1#hasCurrency
exif:Canon/OwnerName
https://w3id.org/lio/v1#showsReflectionOf
http://purl.org/net/lio#style
http://purl.org/net/lio#hasVisualPart
http://purl.org/dc/terms/description
exif:Canon/WhiteBalance
http://ns.adobe.com/exif/1.0/ApplicationRecordVersion
exif:Canon/LongExposureNoiseReduction2
https://w3id.org/lio/v1#IsPerforming
https://w3id.org/lio/v1#Involves
https://w3id.org/lio/v1#depicts
https://w3id.org/lio/v1#isOwnedBy
https://w3id.org/lio/v1#isWalkingIn
exif:Canon/MeasuredEV2
exif:Canon/AFPointsInFocus
exif:Canon/ColorTempFlash
https://w3id.org/lio/v1#is
https://w3id.org/lio/v1#was
https://w3id.org/lio/v1#Mfr
exif:ResolutionUnit
exif:ExifImageWidth
https://w3id.org/lio/v1#belongedTo
exif:Canon/WhiteBalanceBlue
https://w3id.org/lio/v1#reads
http://schema.org/contentLocation
http://dbpedia.org/property/children
https://w3id.org/lio/v1#communicates
exif:Canon/WBBracketMode
exif:FocalPlaneResolutionUnit
exif:Canon/SelfTimer
exif:Canon/CameraType
https://w3id.org/lio/v1#isPulling
https://w3id.org/lio/v1#depictsPerson
http://ns.adobe.com/exif/1.0/JpgFromRawStart
https://w3id.org/lio/v1#isCoveredIn
https://w3id.org/lio/v1#isWearing
exif:Canon/SensorRightBorder
https://w3id.org/lio/v1#WhoIs
https://w3id.org/lio/v1#conveys
https://w3id.org/lio/v1#isPushing
exif:Canon/AutoRotate
exif:Canon/Sharpness
http://wikidata.dbpedia.org/resource/Q251810
exif:Canon/CanonImageSize
https://w3id.org/lio/v1#recipeCategory
exif:geoTag
exif:Compression
exif:Canon/AEBBracketValue
https://w3id.org/lio/v1#Arranged
exif:Canon/ColorTempTungsten
http://purl.org/vocab/vann/preferredNamespacePrefix
http://schema.org/thumbnail
http://www.w3.org/2000/01/rdf-schema#subPropertyOf
https://w3id.org/lio/v1#FoodStage
https://w3id.org/lio/v1#Is
http://dbpedia.org/ontology/eyes
https://w3id.org/lio/v1#advertises
https://w3id.org/lio/v1#isFlyingAbove
https://w3id.org/lio/v1#isInstalledIn
exif:Canon/VRDOffset
https://w3id.org/lio/v1#playedFor
exif:CanonCustom/ETTLII
https://w3id.org/lio/v1#wasCreatedAt
http://www.wikidata.org/entity/Q2100893
https://w3id.org/lio/v1#hasBrewery
exif:Canon/BracketShotNumber
exif:Canon/WB_RGGBLevelsCloudy
https://w3id.org/lio/v1#isAbout
https://w3id.org/lio/v1#hasOperator
exif:Canon/WB_RGGBLevelsTungsten
http://ns.adobe.com/exif/1.0/Marked
https://w3id.org/lio/v1#HasJuror
https://w3id.org/lio/v1#isRelatedTo
http://ns.adobe.com/exif/1.0/PhotoshopThumbnail
https://w3id.org/lio/v1#shows
exif:ThumbnailOffset
http://purl.org/net/lio#visualPartOf
exif:Canon/MeasuredEV
exif:Canon/LensType
https://w3id.org/lio/v1#hasWeight
https://w3id.org/lio/v1#hasPhase
http://www.iptc.org/std/Iptc4xmpCore/1.0/xmlns/CiEmailWork
exif:Canon/OpticalZoomCode
exif:CustomRendered
http://ns.adobe.com/exif/1.0/HistoryAction
https://w3id.org/lio/v1#HasLightSource
https://w3id.org/lio/v1#cookingMethod
http://purl.org/net/lio#hasPictorialBackground
exif:Flash
exif:Canon/ControlMode
https://w3id.org/lio/v1#arePartOf
https://w3id.org/lio/v1#hasContainer
https://w3id.org/lio/v1#hasStyle
http://www.w3.org/2003/01/geo/wgs84_pos#lat
https://w3id.org/lio/v1#isOf
https://w3id.org/lio/v1#areFrom
http://www.w3.org/2003/01/geo/wgs84_pos#long
http://xmlns.com/foaf/0.1/skils
exif:Canon/ZoomTargetWidth
https://w3id.org/lio/v1#worksFor
http://ns.adobe.com/exif/1.0/CopyrightFlag
https://w3id.org/lio/v1#isBy
http://www.wikidata.org/entity/Q575
https://w3id.org/lio/v1#hasCreator
https://w3id.org/lio/v1#isCovered
https://w3id.org/lio/v1#illustrates
exif:Canon/NumAFPoints
https://w3id.org/lio/v1#isWrittenIn
exif:Canon/FlashActivity
http://purl.org/dc/terms/creator
exif:Canon/ColorTempDaylight
https://w3id.org/lio/v1#areSharing
https://w3id.org/lio/v1#hasConditon
http://ns.adobe.com/exif/1.0/By-lineTitle
https://w3id.org/lio/v1#areSeatedOn
exif:Canon/ColorTempShade
http://purl.org/net/lio#hasArtisticElement
exif:Canon/WB_RGGBLevelsCustom2
http://purl.org/net/lio#hasInBackground
https://w3id.org/lio/v1#PaintedBy
http://purl.org/net/lio#materials
http://ns.adobe.com/exif/1.0/CodedCharacterSet
http://dbpedia.org/property/is
http://purl.org/dc/elements/1.1/subject
https://w3id.org/lio/v1#Camera
https://w3id.org/lio/v1#areWearing
https://w3id.org/lio/v1#hasRetailer
https://w3id.org/lio/v1#hasPublisher
https://w3id.org/lio/v1#isMarriedTo
exif:CreateDate
exif:Orientation
exif:CanonCustom/Shutter-AELock
https://w3id.org/lio/v1#isMadeFrom
exif:Canon/LongFocal
https://w3id.org/lio/v1#hasTotalWeight
https://w3id.org/lio/v1#isTypeOf
https://w3id.org/lio/v1#Isin
https://w3id.org/lio/v1#hasIndividualWeight
exif:JFIF/JFIFVersion
http://www.w3.org/2000/01/rdf-schema#seeAlso
https://w3id.org/lio/v1#ismadeby
exif:Model
exif:ComponentsConfiguration
exif:Canon/AFImageHeight
exif:Canon/FocalPlaneYSize
http://purl.org/net/lio#depicts
https://w3id.org/lio/v1#isOfThe
https://w3id.org/lio/v1#skolem_%5Brelation%5D_1535205463461
https://w3id.org/lio/v1#hasCondition
http://www.iptc.org/std/Iptc4xmpCore/1.0/xmlns/Scene
https://w3id.org/lio/v1#isTo
https://w3id.org/lio/v1#says
https://w3id.org/lio/v1#isTesting
exif:CanonCustom/LongExposureNoiseReduction
https://w3id.org/lio/v1#wasPurchasedBy
exif:Canon/SequenceNumber
exif:FlashpixVersion
http://ns.adobe.com/exif/1.0/APP14Flags0
http://www.w3.org/2000/01/rdf-schema#range
http://purl.org/net/mw/depicts
exif:Canon/PhotoEffect
exif:Canon/ToneCurve
http://ns.adobe.com/photoshop/1.0/State
exif:Canon/ShortFocal
exif:Canon/Contrast
https://w3id.org/lio/v1#hasVIN
http://purl.org/net/lio#shows
exif:Canon/Saturation
https://w3id.org/lio/v1#hasAccents
https://w3id.org/lio/v1#IsWearing
http://ns.adobe.com/exif/1.0/ColorTransform
https://w3id.org/lio/v1#hasMfr
exif:Canon/WB_RGGBLevelsFluorescent
https://w3id.org/lio/v1#IsCoveredBy
exif:Canon/ColorTempCustom1
exif:Canon/DigitalZoom
exif:Canon/WB_RGGBLevelsCustom1
exif:ExposureTime
http://dbpedia.org/class/yago/Jama'are
https://w3id.org/lio/v1#isEmployeeOf
exif:Canon/RecordMode
http://www.wikidata.org/entity/Q3031
https://w3id.org/lio/v1#style
exif:Canon/CanonModelID
exif:Canon/FlashExposureComp
http://www.wikidata.org/entity/Q161172
exif:ExposureMode
https://w3id.org/lio/v1#wasGiftedBy
https://w3id.org/lio/v1#isHolding
exif:InteropIFD/InteropVersion
https://w3id.org/lio/v1#looksLike
https://w3id.org/lio/v1#IsBeing
exif:Canon/SensorBlueLevel
exif:ExifImageLength
https://w3id.org/lio/v1#recipeCuisine
http://dbpedia.org/ontology/owner
exif:Canon/ColorTone
