Number of shared subject-object,11130
SameAs Links,257
Number of predicates,42
Undeclared Properties,1
Property Link Count,0
Unique Individuals,11183
DifferentFrom Links,0
Class Link Count,0
Number of objects,22749
Declared Classes,4
Number of subjects,11183
Declared Properties,41
Undeclared Classes,2
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,18
Number of triples,134424
Instance Typing Link Count,45
Reused Individuals,0
