Number of shared subject-object,16
SameAs Links,88
Number of predicates,28
Undeclared Properties,28
Property Link Count,0
Unique Individuals,56
DifferentFrom Links,0
Class Link Count,0
Number of objects,512
Declared Classes,0
Number of subjects,70
Declared Properties,0
Undeclared Classes,13
AllDifferent Links,0
SeeAlso Links,11
Linked Individuals,3
Number of triples,685
Instance Typing Link Count,4
Reused Individuals,7
