Number of shared subject-object,2138
SameAs Links,12
Number of predicates,37
Undeclared Properties,37
Property Link Count,0
Unique Individuals,5874
DifferentFrom Links,0
Class Link Count,0
Number of objects,15210
Declared Classes,0
Number of subjects,5883
Declared Properties,0
Undeclared Classes,9
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,0
Number of triples,43056
Instance Typing Link Count,3307
Reused Individuals,29
