Number of shared subject-object,121
SameAs Links,0
Number of predicates,55
Undeclared Properties,55
Property Link Count,0
Unique Individuals,79
DifferentFrom Links,0
Class Link Count,1
Number of objects,764
Declared Classes,0
Number of subjects,206
Declared Properties,0
Undeclared Classes,38
AllDifferent Links,0
SeeAlso Links,0
Linked Individuals,622
Number of triples,1246
Instance Typing Link Count,25
Reused Individuals,89
